path,source,split,label,plant,disease,augmented,assigned_split
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Spider_mites Two-spotted_spider_mite\4c8a4e16-7d22-4352-afa0-c5a2a4bf5983___Com.G_SpM_FL 1187_180deg.JPG,mixed,train,Tomato - Spider mites Two spotted spider mite,Tomato,Spider mites Two spotted spider mite,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Spider_mites Two-spotted_spider_mite\1dd207c1-1fbe-454a-b63f-8051bb26aea8___Com.G_SpM_FL 1161_180deg.JPG,mixed,train,Tomato - Spider mites Two spotted spider mite,Tomato,Spider mites Two spotted spider mite,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Spider_mites Two-spotted_spider_mite\2fb77f60-ae5b-40c4-b6fb-3c90ac55ccd4___Com.G_SpM_FL 9367_180deg.JPG,mixed,train,Tomato - Spider mites Two spotted spider mite,Tomato,Spider mites Two spotted spider mite,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Spider_mites Two-spotted_spider_mite\afeda664-8fb8-4b4e-a3c5-946993524a96___Com.G_SpM_FL 1372.JPG,mixed,train,Tomato - Spider mites Two spotted spider mite,Tomato,Spider mites Two spotted spider mite,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Spider_mites Two-spotted_spider_mite\8d3dee7d-c032-412b-81dc-40fd160be9f2___Com.G_SpM_FL 1478.JPG,mixed,train,Tomato - Spider mites Two spotted spider mite,Tomato,Spider mites Two spotted spider mite,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Spider_mites Two-spotted_spider_mite\428945fc-56c2-4e5a-a69d-c5e5bb52e45f___Com.G_SpM_FL 1366.JPG,mixed,train,Tomato - Spider mites Two spotted spider mite,Tomato,Spider mites Two spotted spider mite,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Target_Spot\13171789-e847-42d1-ac9b-cfeecb94bf82___Com.G_TgS_FL 1038.JPG,mixed,train,Tomato - Target Spot,Tomato,Target Spot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Target_Spot\8baa930d-dd7a-4ac0-a917-91a6c996dcb5___Com.G_TgS_FL 0720.JPG,mixed,train,Tomato - Target Spot,Tomato,Target Spot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Target_Spot\ca331f9c-d7f3-4fc0-8e75-9e1366e9ad71___Com.G_TgS_FL 8386.JPG,mixed,train,Tomato - Target Spot,Tomato,Target Spot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Target_Spot\6c7d86a8-2974-43da-b9d2-45838396c131___Com.G_TgS_FL 0998_flipTB.JPG,mixed,train,Tomato - Target Spot,Tomato,Target Spot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Target_Spot\6fa8c523-7ee3-483c-b35c-c34fa517e75b___Com.G_TgS_FL 0978.JPG,mixed,train,Tomato - Target Spot,Tomato,Target Spot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Target_Spot\1f2808be-4fd7-4711-b2dd-5dcc765ef22f___Com.G_TgS_FL 8307_newPixel25.JPG,mixed,train,Tomato - Target Spot,Tomato,Target Spot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Target_Spot\76b4f612-9baa-4144-8e9d-e5702493f905___Com.G_TgS_FL 8247.JPG,mixed,train,Tomato - Target Spot,Tomato,Target Spot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Target_Spot\4cf7fd8f-f605-41c6-93ab-76da0119d40a___Com.G_TgS_FL 8162_new30degFlipLR.JPG,mixed,train,Tomato - Target Spot,Tomato,Target Spot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Target_Spot\3da42883-92e8-48db-9203-35799eadd260___Com.G_TgS_FL 9739_newPixel25.JPG,mixed,train,Tomato - Target Spot,Tomato,Target Spot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Target_Spot\1a3fba97-a09e-48f3-b74e-fe060a03f39b___Com.G_TgS_FL 0856_180deg.JPG,mixed,train,Tomato - Target Spot,Tomato,Target Spot,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Tomato_mosaic_virus\7e30ae4f-05e2-4806-ad63-c86fb601d445___PSU_CG 2412_new30degFlipLR.JPG,mixed,train,Tomato - Tomato mosaic virus,Tomato,Tomato mosaic virus,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Tomato_mosaic_virus\c44f307f-dd40-495d-abfa-e2f68dc31ff6___PSU_CG 2312_newPixel25.JPG,mixed,train,Tomato - Tomato mosaic virus,Tomato,Tomato mosaic virus,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Tomato_mosaic_virus\457f4e02-65b3-4e02-ba87-7f20ab44f89e___PSU_CG 2180.JPG,mixed,train,Tomato - Tomato mosaic virus,Tomato,Tomato mosaic virus,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Tomato_mosaic_virus\3b0a3f5d-ff2c-4c7b-a8b9-71d8daa6dd4f___PSU_CG 2097_new30degFlipLR.JPG,mixed,train,Tomato - Tomato mosaic virus,Tomato,Tomato mosaic virus,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Tomato_mosaic_virus\b71a5d29-e7db-4be7-b919-e41a035c3928___PSU_CG 2212_new30degFlipLR.JPG,mixed,train,Tomato - Tomato mosaic virus,Tomato,Tomato mosaic virus,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Tomato_mosaic_virus\69726f1b-4d1c-4647-aef2-090e57246501___PSU_CG 2131_newPixel25.JPG,mixed,train,Tomato - Tomato mosaic virus,Tomato,Tomato mosaic virus,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Tomato_mosaic_virus\da1583ac-e469-400a-9092-da870299fd35___PSU_CG 2071_new30degFlipLR.JPG,mixed,train,Tomato - Tomato mosaic virus,Tomato,Tomato mosaic virus,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Tomato_mosaic_virus\739ccd84-1026-4871-8f5c-2320c205fe2e___PSU_CG 2399_new30degFlipLR.JPG,mixed,train,Tomato - Tomato mosaic virus,Tomato,Tomato mosaic virus,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Tomato_mosaic_virus\feabce4c-9bb1-4fca-bcbf-368cacd40a68___PSU_CG 2115_270deg.JPG,mixed,train,Tomato - Tomato mosaic virus,Tomato,Tomato mosaic virus,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Tomato_mosaic_virus\4139ab06-a33a-448d-819a-3b6da9784a2d___PSU_CG 2049_270deg.JPG,mixed,train,Tomato - Tomato mosaic virus,Tomato,Tomato mosaic virus,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\cd1ce1ef-ddc8-482d-8756-30313109786e___YLCV_NREC 2571.JPG,mixed,train,Tomato - Tomato Yellow Leaf Curl Virus,Tomato,Tomato Yellow Leaf Curl Virus,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\ac68da83-a9a2-4d22-b6ab-977e7e0f1fdd___UF.GRC_YLCV_Lab 03156.JPG,mixed,train,Tomato - Tomato Yellow Leaf Curl Virus,Tomato,Tomato Yellow Leaf Curl Virus,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\a4f63bf9-a7d5-4fca-a67a-bc48279aeb83___YLCV_NREC 2403.JPG,mixed,train,Tomato - Tomato Yellow Leaf Curl Virus,Tomato,Tomato Yellow Leaf Curl Virus,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\a060ee22-57e7-4999-9ae8-e8a5ec56620c___YLCV_NREC 2727.JPG,mixed,train,Tomato - Tomato Yellow Leaf Curl Virus,Tomato,Tomato Yellow Leaf Curl Virus,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\e4883c5c-0006-490b-9e40-b4ff968059ed___YLCV_GCREC 2845.JPG,mixed,train,Tomato - Tomato Yellow Leaf Curl Virus,Tomato,Tomato Yellow Leaf Curl Virus,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\df2d99c6-7217-42f5-88dd-738625e4fe5b___YLCV_GCREC 2122.JPG,mixed,train,Tomato - Tomato Yellow Leaf Curl Virus,Tomato,Tomato Yellow Leaf Curl Virus,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\36913f6b-b40f-466f-94e6-72100fd36595___UF.GRC_YLCV_Lab 01635.JPG,mixed,train,Tomato - Tomato Yellow Leaf Curl Virus,Tomato,Tomato Yellow Leaf Curl Virus,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\e3baabe0-1d09-4180-a3be-95115001615d___UF.GRC_YLCV_Lab 01512.JPG,mixed,train,Tomato - Tomato Yellow Leaf Curl Virus,Tomato,Tomato Yellow Leaf Curl Virus,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\bc5d2a0a-4ca8-43b3-80fb-d2799af06233___YLCV_NREC 2980.JPG,mixed,train,Tomato - Tomato Yellow Leaf Curl Virus,Tomato,Tomato Yellow Leaf Curl Virus,True,train
Data\mixed\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\train\Tomato___Tomato_Yellow_Leaf_Curl_Virus\65221a81-8b95-467c-a9d7-a37a7db8871e___UF.GRC_YLCV_Lab 02242.JPG,mixed,train,Tomato - Tomato Yellow Leaf Curl Virus,Tomato,Tomato Yellow Leaf Curl Virus,True,train
Data\coconut\CCI_Caterpillars\CCI_Caterpillars\CCI_3_95_jpg.rf.7b4b4f456b32ee36d4c296c0f8f2ec5b.jpg,coconut,,Coconut - CCI Caterpillars,Coconut,CCI Caterpillars,False,train
Data\coconut\CCI_Caterpillars\CCI_Caterpillars\CCI_9_408_jpg.rf.fba46f0b425929798e957b808aadc880.jpg,coconut,,Coconut - CCI Caterpillars,Coconut,CCI Caterpillars,False,train
Data\coconut\CCI_Caterpillars\CCI_Caterpillars\CCI_2_264_jpg.rf.e9755f6fe2e7f24a8422a38758d043e1.jpg,coconut,,Coconut - CCI Caterpillars,Coconut,CCI Caterpillars,False,train
Data\coconut\CCI_Caterpillars\CCI_Caterpillars\CCI_3_210_jpg.rf.e62307ed8db9603102bda49177f3dbc8.jpg,coconut,,Coconut - CCI Caterpillars,Coconut,CCI Caterpillars,False,train
Data\coconut\CCI_Caterpillars\CCI_Caterpillars\CCI_3_170_jpg.rf.8124575dc796f0ee243d7e2f1c3aea16.jpg,coconut,,Coconut - CCI Caterpillars,Coconut,CCI Caterpillars,False,train
Data\coconut\CCI_Caterpillars\CCI_Caterpillars\CCI_2_140_jpg.rf.20257d084ebdd94dc94026cff2c89410.jpg,coconut,,Coconut - CCI Caterpillars,Coconut,CCI Caterpillars,False,train
Data\coconut\CCI_Caterpillars\CCI_Caterpillars\CCI_3_40_jpg.rf.4fe38a3b78cdb168fd3abc6f479090d5.jpg,coconut,,Coconut - CCI Caterpillars,Coconut,CCI Caterpillars,False,train
Data\coconut\CCI_Caterpillars\CCI_Caterpillars\CCI_1_50_jpg.rf.646e254b0e358d587714f9229161f429.jpg,coconut,,Coconut - CCI Caterpillars,Coconut,CCI Caterpillars,False,train
Data\coconut\CCI_Caterpillars\CCI_Caterpillars\CCI_3_205_jpg.rf.38f9bed7c7e59eb929950023c2f68bf0.jpg,coconut,,Coconut - CCI Caterpillars,Coconut,CCI Caterpillars,False,train
Data\coconut\CCI_Caterpillars\CCI_Caterpillars\CCI_2_25_jpg.rf.bd3d77924b428ed79c18d02f54c92594.jpg,coconut,,Coconut - CCI Caterpillars,Coconut,CCI Caterpillars,False,train
Data\coconut\CCI_Leaflets\CCI_Leaflets\CCI_07__1_1040.jpg,coconut,,Coconut - CCI Leaflets,Coconut,CCI Leaflets,False,train
Data\coconut\CCI_Leaflets\CCI_Leaflets\IMG_2616.JPG,coconut,,Coconut - CCI Leaflets,Coconut,CCI Leaflets,False,train
Data\coconut\CCI_Leaflets\CCI_Leaflets\CCI_02__1_2140.jpg,coconut,,Coconut - CCI Leaflets,Coconut,CCI Leaflets,False,train
Data\coconut\CCI_Leaflets\CCI_Leaflets\CCI_10__1_800.jpg,coconut,,Coconut - CCI Leaflets,Coconut,CCI Leaflets,False,train
Data\coconut\CCI_Leaflets\CCI_Leaflets\CCI_02__1_600.jpg,coconut,,Coconut - CCI Leaflets,Coconut,CCI Leaflets,False,train
Data\coconut\CCI_Leaflets\CCI_Leaflets\CCI_15__1_460.jpg,coconut,,Coconut - CCI Leaflets,Coconut,CCI Leaflets,False,train
Data\coconut\CCI_Leaflets\CCI_Leaflets\CCI_15__1_660.jpg,coconut,,Coconut - CCI Leaflets,Coconut,CCI Leaflets,False,train
Data\coconut\CCI_Leaflets\CCI_Leaflets\CCI_03__1_200.jpg,coconut,,Coconut - CCI Leaflets,Coconut,CCI Leaflets,False,train
Data\coconut\CCI_Leaflets\CCI_Leaflets\IMG_2760.JPG,coconut,,Coconut - CCI Leaflets,Coconut,CCI Leaflets,False,train
Data\coconut\CCI_Leaflets\CCI_Leaflets\CCI_06__1_260.jpg,coconut,,Coconut - CCI Leaflets,Coconut,CCI Leaflets,False,train
Data\coconut\Healthy_Leaves\Healthy_Leaves\Healthy_leaf_85.jpg,coconut,,Coconut - Healthy Leaves,Coconut,Healthy Leaves,False,train
Data\coconut\Healthy_Leaves\Healthy_Leaves\Healthy_leaf_10.jpg,coconut,,Coconut - Healthy Leaves,Coconut,Healthy Leaves,False,train
Data\coconut\Healthy_Leaves\Healthy_Leaves\Healthy_leaf_22.jpg,coconut,,Coconut - Healthy Leaves,Coconut,Healthy Leaves,False,train
Data\coconut\Healthy_Leaves\Healthy_Leaves\Healthy_leaf_17.jpg,coconut,,Coconut - Healthy Leaves,Coconut,Healthy Leaves,False,train
Data\coconut\Healthy_Leaves\Healthy_Leaves\Healthy_leaf_113.jpg,coconut,,Coconut - Healthy Leaves,Coconut,Healthy Leaves,False,train
Data\coconut\Healthy_Leaves\Healthy_Leaves\Healthy_leaf_75.jpg,coconut,,Coconut - Healthy Leaves,Coconut,Healthy Leaves,False,train
Data\coconut\Healthy_Leaves\Healthy_Leaves\Healthy_leaf_111.jpg,coconut,,Coconut - Healthy Leaves,Coconut,Healthy Leaves,False,train
Data\coconut\Healthy_Leaves\Healthy_Leaves\Healthy_leaf_122.jpg,coconut,,Coconut - Healthy Leaves,Coconut,Healthy Leaves,False,train
Data\coconut\Healthy_Leaves\Healthy_Leaves\Healthy_leaf_106.jpg,coconut,,Coconut - Healthy Leaves,Coconut,Healthy Leaves,False,train
Data\coconut\Healthy_Leaves\Healthy_Leaves\Healthy_leaf_76.jpg,coconut,,Coconut - Healthy Leaves,Coconut,Healthy Leaves,False,train
Data\coconut\WCLWD_DryingofLeaflets\WCLWD_DryingofLeaflets\f_aug_0_5798.jpeg,coconut,,Coconut - WCLWD DryingofLeaflets,Coconut,WCLWD DryingofLeaflets,False,train
Data\coconut\WCLWD_DryingofLeaflets\WCLWD_DryingofLeaflets\f_aug_0_2317.jpeg,coconut,,Coconut - WCLWD DryingofLeaflets,Coconut,WCLWD DryingofLeaflets,False,train
Data\coconut\WCLWD_DryingofLeaflets\WCLWD_DryingofLeaflets\f_aug_0_5963.jpeg,coconut,,Coconut - WCLWD DryingofLeaflets,Coconut,WCLWD DryingofLeaflets,False,train
Data\coconut\WCLWD_DryingofLeaflets\WCLWD_DryingofLeaflets\f_aug_0_7789.jpeg,coconut,,Coconut - WCLWD DryingofLeaflets,Coconut,WCLWD DryingofLeaflets,False,train
Data\coconut\WCLWD_DryingofLeaflets\WCLWD_DryingofLeaflets\f_aug_0_802.jpeg,coconut,,Coconut - WCLWD DryingofLeaflets,Coconut,WCLWD DryingofLeaflets,False,train
Data\coconut\WCLWD_DryingofLeaflets\WCLWD_DryingofLeaflets\f_aug_0_1912.jpeg,coconut,,Coconut - WCLWD DryingofLeaflets,Coconut,WCLWD DryingofLeaflets,False,train
Data\coconut\WCLWD_DryingofLeaflets\WCLWD_DryingofLeaflets\f_aug_0_1629.jpeg,coconut,,Coconut - WCLWD DryingofLeaflets,Coconut,WCLWD DryingofLeaflets,False,train
Data\coconut\WCLWD_DryingofLeaflets\WCLWD_DryingofLeaflets\f_aug_0_248.jpeg,coconut,,Coconut - WCLWD DryingofLeaflets,Coconut,WCLWD DryingofLeaflets,False,train
Data\coconut\WCLWD_DryingofLeaflets\WCLWD_DryingofLeaflets\f_aug_0_4880.jpeg,coconut,,Coconut - WCLWD DryingofLeaflets,Coconut,WCLWD DryingofLeaflets,False,train
Data\coconut\WCLWD_DryingofLeaflets\WCLWD_DryingofLeaflets\f_aug_0_6810.jpeg,coconut,,Coconut - WCLWD DryingofLeaflets,Coconut,WCLWD DryingofLeaflets,False,train
Data\coconut\WCLWD_Flaccidity\WCLWD_Flaccidity\f_aug_0_7890.jpeg,coconut,,Coconut - WCLWD Flaccidity,Coconut,WCLWD Flaccidity,False,train
Data\coconut\WCLWD_Flaccidity\WCLWD_Flaccidity\f_aug_0_526.jpeg,coconut,,Coconut - WCLWD Flaccidity,Coconut,WCLWD Flaccidity,False,train
Data\coconut\WCLWD_Flaccidity\WCLWD_Flaccidity\f_aug_0_2495.jpeg,coconut,,Coconut - WCLWD Flaccidity,Coconut,WCLWD Flaccidity,False,train
Data\coconut\WCLWD_Flaccidity\WCLWD_Flaccidity\f_aug_0_4041.jpeg,coconut,,Coconut - WCLWD Flaccidity,Coconut,WCLWD Flaccidity,False,train
Data\coconut\WCLWD_Flaccidity\WCLWD_Flaccidity\f_aug_0_459.jpeg,coconut,,Coconut - WCLWD Flaccidity,Coconut,WCLWD Flaccidity,False,train
Data\coconut\WCLWD_Flaccidity\WCLWD_Flaccidity\f_aug_0_5592.jpeg,coconut,,Coconut - WCLWD Flaccidity,Coconut,WCLWD Flaccidity,False,train
Data\coconut\WCLWD_Flaccidity\WCLWD_Flaccidity\f_aug_0_5092.jpeg,coconut,,Coconut - WCLWD Flaccidity,Coconut,WCLWD Flaccidity,False,train
Data\coconut\WCLWD_Flaccidity\WCLWD_Flaccidity\f_aug_0_2755.jpeg,coconut,,Coconut - WCLWD Flaccidity,Coconut,WCLWD Flaccidity,False,train
Data\coconut\WCLWD_Flaccidity\WCLWD_Flaccidity\f_aug_0_7290.jpeg,coconut,,Coconut - WCLWD Flaccidity,Coconut,WCLWD Flaccidity,False,train
Data\coconut\WCLWD_Flaccidity\WCLWD_Flaccidity\f_aug_0_9788.jpeg,coconut,,Coconut - WCLWD Flaccidity,Coconut,WCLWD Flaccidity,False,train
Data\coconut\WCLWD_Yellowing\WCLWD_Yellowing\f_aug_0_5684.jpeg,coconut,,Coconut - WCLWD Yellowing,Coconut,WCLWD Yellowing,False,train
Data\coconut\WCLWD_Yellowing\WCLWD_Yellowing\f_aug_0_4823.jpeg,coconut,,Coconut - WCLWD Yellowing,Coconut,WCLWD Yellowing,False,train
Data\coconut\WCLWD_Yellowing\WCLWD_Yellowing\f_aug_0_2181.jpeg,coconut,,Coconut - WCLWD Yellowing,Coconut,WCLWD Yellowing,False,train
Data\coconut\WCLWD_Yellowing\WCLWD_Yellowing\f_aug_0_6807.jpeg,coconut,,Coconut - WCLWD Yellowing,Coconut,WCLWD Yellowing,False,train
Data\coconut\WCLWD_Yellowing\WCLWD_Yellowing\f_aug_0_2271.jpeg,coconut,,Coconut - WCLWD Yellowing,Coconut,WCLWD Yellowing,False,train
Data\coconut\WCLWD_Yellowing\WCLWD_Yellowing\f_aug_0_6840.jpeg,coconut,,Coconut - WCLWD Yellowing,Coconut,WCLWD Yellowing,False,train
Data\coconut\WCLWD_Yellowing\WCLWD_Yellowing\f_aug_0_4316.jpeg,coconut,,Coconut - WCLWD Yellowing,Coconut,WCLWD Yellowing,False,train
Data\coconut\WCLWD_Yellowing\WCLWD_Yellowing\f_aug_0_8161.jpeg,coconut,,Coconut - WCLWD Yellowing,Coconut,WCLWD Yellowing,False,train
Data\coconut\WCLWD_Yellowing\WCLWD_Yellowing\f_aug_0_9160.jpeg,coconut,,Coconut - WCLWD Yellowing,Coconut,WCLWD Yellowing,False,train
Data\coconut\WCLWD_Yellowing\WCLWD_Yellowing\f_aug_0_7761.jpeg,coconut,,Coconut - WCLWD Yellowing,Coconut,WCLWD Yellowing,False,train
Data\Banana Disease Recognition Dataset\Augmented images\Augmented images\Augmented Banana Black Sigatoka Disease\Augmented Banana Black Sigatoka Disease (330).jpg,Banana Disease Recognition Dataset,,Banana - Black Sigatoka Disease,Banana,Black Sigatoka Disease,True,train
Data\Banana Disease Recognition Dataset\Augmented images\Augmented images\Augmented Banana Black Sigatoka Disease\Augmented Banana Black Sigatoka Disease (85).jpg,Banana Disease Recognition Dataset,,Banana - Black Sigatoka Disease,Banana,Black Sigatoka Disease,True,train
Data\Banana Disease Recognition Dataset\Augmented images\Augmented images\Augmented Banana Black Sigatoka Disease\Augmented Banana Black Sigatoka Disease (454).jpg,Banana Disease Recognition Dataset,,Banana - Black Sigatoka Disease,Banana,Black Sigatoka Disease,True,train
Data\Banana Disease Recognition Dataset\Augmented images\Augmented images\Augmented Banana Black Sigatoka Disease\Augmented Banana Black Sigatoka Disease (195).jpg,Banana Disease Recognition Dataset,,Banana - Black Sigatoka Disease,Banana,Black Sigatoka Disease,True,train
Data\Banana Disease Recognition Dataset\Augmented images\Augmented images\Augmented Banana Black Sigatoka Disease\Augmented Banana Black Sigatoka Disease (87).jpg,Banana Disease Recognition Dataset,,Banana - Black Sigatoka Disease,Banana,Black Sigatoka Disease,True,train
Data\Banana Disease Recognition Dataset\Augmented images\Augmented images\Augmented Banana Black Sigatoka Disease\Augmented Banana Black Sigatoka Disease (175).jpg,Banana Disease Recognition Dataset,,Banana - Black Sigatoka Disease,Banana,Black Sigatoka Disease,True,train
Data\Banana Disease Recognition Dataset\Augmented images\Augmented images\Augmented Banana Black Sigatoka Disease\Augmented Banana Black Sigatoka Disease (240).jpg,Banana Disease Recognition Dataset,,Banana - Black Sigatoka Disease,Banana,Black Sigatoka Disease,True,train
Data\Banana Disease Recognition Dataset\Augmented images\Augmented images\Augmented Banana Black Sigatoka Disease\Augmented Banana Black Sigatoka Disease (95).jpg,Banana Disease Recognition Dataset,,Banana - Black Sigatoka Disease,Banana,Black Sigatoka Disease,True,train
Data\Banana Disease Recognition Dataset\Augmented images\Augmented images\Augmented Banana Black Sigatoka Disease\Augmented Banana Black Sigatoka Disease (35).jpg,Banana Disease Recognition Dataset,,Banana - Black Sigatoka Disease,Banana,Black Sigatoka Disease,True,train
Data\Banana Disease Recognition Dataset\Augmented images\Augmented images\Augmented Banana Black Sigatoka Disease\Augmented Banana Black Sigatoka Disease (28).jpg,Banana Disease Recognition Dataset,,Banana - Black Sigatoka Disease,Banana,Black Sigatoka Disease,True,train
Data\Banana Disease Recognition Dataset\Augmented images\Augmented images\Augmented Banana Bract Mosaic Virus Disease\Augmented Banana Bract Mosaic Virus Disease (54).jpg,Banana Disease Recognition Dataset,,Banana - Bract Mosaic Virus Disease,Banana,Bract Mosaic Virus Disease,True,train
Data\Banana Disease Recognition Dataset\Augmented images\Augmented images\Augmented Banana Bract Mosaic Virus Disease\Augmented Banana Bract Mosaic Virus Disease (343).jpg,Banana Disease Recognition Dataset,,Banana - Bract Mosaic Virus Disease,Banana,Bract Mosaic Virus Disease,True,train
Data\Banana Disease Recognition Dataset\Augmented images\Augmented images\Augmented Banana Bract Mosaic Virus Disease\Augmented Banana Bract Mosaic Virus Disease (148).jpg,Banana Disease Recognition Dataset,,Banana - Bract Mosaic Virus Disease,Banana,Bract Mosaic Virus Disease,True,train
Data\Banana Disease Recognition Dataset\Augmented images\Augmented images\Augmented Banana Bract Mosaic Virus Disease\Augmented Banana Bract Mosaic Virus Disease (305).jpg,Banana Disease Recognition Dataset,,Banana - Bract Mosaic Virus Disease,Banana,Bract Mosaic Virus Disease,True,train
Data\Banana Disease Recognition Dataset\Augmented images\Augmented images\Augmented Banana Bract Mosaic Virus Disease\Augmented Banana Bract Mosaic Virus Disease (201).jpg,Banana Disease Recognition Dataset,,Banana - Bract Mosaic Virus Disease,Banana,Bract Mosaic Virus Disease,True,train
Data\Banana Disease Recognition Dataset\Augmented images\Augmented images\Augmented Banana Bract Mosaic Virus Disease\Augmented Banana Bract Mosaic Virus Disease (334).jpg,Banana Disease Recognition Dataset,,Banana - Bract Mosaic Virus Disease,Banana,Bract Mosaic Virus Disease,True,train
Data\Banana Disease Recognition Dataset\Augmented images\Augmented images\Augmented Banana Bract Mosaic Virus Disease\Augmented Banana Bract Mosaic Virus Disease (137).jpg,Banana Disease Recognition Dataset,,Banana - Bract Mosaic Virus Disease,Banana,Bract Mosaic Virus Disease,True,train
Data\Banana Disease Recognition Dataset\Augmented images\Augmented images\Augmented Banana Bract Mosaic Virus Disease\Augmented Banana Bract Mosaic Virus Disease (158).jpg,Banana Disease Recognition Dataset,,Banana - Bract Mosaic Virus Disease,Banana,Bract Mosaic Virus Disease,True,train
Data\Banana Disease Recognition Dataset\Augmented images\Augmented images\Augmented Banana Bract Mosaic Virus Disease\Augmented Banana Bract Mosaic Virus Disease (348).jpg,Banana Disease Recognition Dataset,,Banana - Bract Mosaic Virus Disease,Banana,Bract Mosaic Virus Disease,True,train
Data\Banana Disease Recognition Dataset\Original Images\Original Images\Banana Bract Mosaic Virus Disease\Bract Mosaic Virus Disease (49).jpg,Banana Disease Recognition Dataset,,Banana - Bract Mosaic Virus Disease,Banana,Bract Mosaic Virus Disease,False,train
Data\Banana Disease Recognition Dataset\Augmented images\Augmented images\Augmented Banana Healthy Leaf\Augmented Banana Healthy Leaf (297).jpg,Banana Disease Recognition Dataset,,Banana - Healthy Leaf,Banana,Healthy Leaf,True,train
